source	isbn	name	author	label
Bunches of Books	9780672321467	Oracle Performance Tuning	whalen, edward; schroeter, mitchell	True
BEST BARGAIN BOOKS	9780672321467	Oracle Performance Tuning	whalen, edward; schroeter, mitchell	True
eCampus.com	9780672321467	Oracle Performance Tuning	whalen, edward; schroeter, mitchell	True
Caiman	9780672321467	ORACLE PERFORMANCE	whalen, edward	False
Gulls Nest Books, Inc.	9780672321467	Oracle performance tuning.	whalen, edward; schroeter, mitchell	True
Books2Anywhere.com	9780672321467	Oracle Performance Tuning	whalen, edward; schroeter, mitchell	True
Powell's  Books	9780672321467	Oracle Performance Tuning.	whalen, edward; schroeter, mitchell	True
Papamedia.com	9780672321467	Oracle Performance Tuning	whalen, edward	False
paperbackworld.de	9780672321467	Oracle Performance Tuning	whalen, edward; schroeter, mitchell	True
Revaluation Books	9780672321467	Oracle Performance Tuning	whalen, edward; schroeter, mitchell	True
AHA-BUCH	9780672321467	Oracle Performance Tuning	whalen, edward; schroeter, mitchell	True
Marando.de Versandbuchhandlung	9780672321467	Oracle Performance Tuning	whalen, edward; schroeter, mitchell	True
Limelight Bookshop	9780672321467	Oracle Performance Tuning	whalen, edward	False
A1Books	9781558607927	Digital Video and HDTV Algorithms and Interfaces (Morgan Kaufmann Series in Computer Graphics and Geometric Modeling)	charles poynton	True
HTBOOK	9781558607927	Digital Video and HDTV Algorithms and Interfaces	charles poynton	True
Powell's  Books	9781558607927	Digital Video &amp; HDTV Algorithms &amp; Interf	charles poynton	True
Caiman	9781558607927	DIGITAL VIDEO &amp; HDTV	charles poynton	True
Quartermelon	9781558607927	Digital Video and HDTV, Algorithms and Interfaces	by (author) poynton, charles	False
Browns Books	9781558607927	Digital Video and HDTV	charles poynton	True
Book Lovers USA	9781558607927	Digital Video and HDTV Algorithms and Interfaces (The Morgan Kaufmann Series in Computer Graphics)	charles poynton	True
WebBookStore	9781558607927	Digital Video and Hdtv Algorithms and Interfaces	charles a. poynton	False
AshleyJohnson	9781558607927	Digital Video and HDTV Algorithms and Interfaces (The Morgan Kaufmann Series in Computer Graphics)	charles poynton	True
SARL Culture-Factory	9781558607927	Digital Video and HDTV	poynton	False
Quartermelon	9781558607927	DIGITAL VIDEO AND HDTV ALGORITHMS AND INTERFACES	charles a. poynton	False
LAKESIDE BOOKS	9781558607927	DIGITAL VIDEO AND HDTV	charles a. poynton	False
COBU GmbH & Co. KG	9781558607927	Digital Video and HDTV	charles a. poynton	False
Blackwell Online	9781558607927	Digital Video and HDTV: Algorithms and Interfaces	charles poynton	True
paperbackworld.de	9781558607927	Digital Video and HDTV Algorithms and Interfaces	charles poynton	True
AHA-BUCH	9781558607927	Digital Video and HDTV	charles a. poynton	False
TheBookCom	9781558607927	Digital Video And Hdtv : Algorithms And Interfaces	charles a. poynton	False
The Book Depository	9781558607927	Digital Video and HDTV	poynton	False
Versandantiquariat Robert A. Mueller	9781558607927	Digital Video and HDTV Algorithms and Interfaces	charles poynton	True
FREE POSTAGE ! @thebookcompany	9781558607927	Digital Video And Hdtv : Algorithms And Interfaces	charles a. poynton	False
Papamedia.com	9781558607927	Digital Video and HDTV : Algorithms and Interfaces (The Morgan Kaufmann Series in Computer Graphics)	charles poynton	True
Bobs Books	9781558607927	Digital Video and HDTV Algorithms and Interfaces: The Morgan Kaufmann Series in Computer Graphics	poynton	False
Bobs Books	9781558607927	DIGITAL VIDEO AND HDTV	charles poynton	True
Revaluation Books	9781558607927	Digital Video and Hdtv Algorithms and Interfaces Algorithms and Interfaces	charles a. poynton	False
Books Down Under	9781558607927	Digital Video and HDTV Algorithms and Interfaces: The Morgan Kaufmann Series in Computer Graphics	poynton	False
Revaluation Books	9781558607927	Digital Video and HDTV: Algorithms and Interfaces	charles a. poynton	False
Gunter Koppon	9781558607927	Digital Video and HDTV Algorithms and Interfaces - The Morgan Kaufmann Series ..	poynton	False
WorldOfBooks	9781558607927	Digital Video and HDTV Algorithms and Interfaces - The Morgan Kaufmann Series ..	poynton	False
Gunars Store	9781558607927	Digital Video and HDTV Algorithms and Interfaces - The Morgan Kaufmann Series ..	poynton	False
HTBOOK	9781558606890	Information Visualization in Data Mining and Knowledge Discovery	usama fayyad, georges grinstein	False
SARL Culture-Factory	9781558606890	Information Visualization in Data Mining and Knowledge	usama fayyad	False
Papamedia.com	9781558606890	Information Visualization in Data Mining and Knowledge Discovery (The Morgan Kaufmann Series in Data Management Systems)	usama fayyad, et al	False
Limelight Bookshop	9781558606890	Information Visualization in Data Mining and Knowledge Discovery	usama fayyad	False
UniversalAthenaeum	9780124499805	Dynamic E-Business Implementation Management: How to Effectively Manage E-Business Implementation (E-Business Solutions)	bennet p. lientz kathryn p. rea	True
Get Used Books	9780124499805	Dynamic E-Business Implementation Management : How to Effectively Manage E-Business Implementation (E-Business Solutions)	bennet p. lientz kathryn p. rea	True
heather jo frey, bookseller	9780124499805	Dynamic E-Business Implementation Management: How to Effectively Manage E...	bennet p. lientz kathryn p. rea	True
The Bookman, Inc.	9780124499805	Dynamic E-Business Implementation Management: How to Effectively Manage E-Business Implementation	bennet p. lientz kathryn p. rea	True
Ulrich Books, LLC	9780124499805	Dynamic E-Business Implementation Management: How to Effectively Manage E-Business Implementation	bennet p. lientz kathryn p. rea	True
A1Books	9780124499805	Dynamic E-Business Implementation Management: How to Effectively Manage E-Business Implementation	bennet p. lientz kathryn p. rea	True
LAKESIDE BOOKS	9780124499805	DYNAMIC E-BUSINESS IMPLEMENTATION MANAGEMENT	bennet p. lientz kathryn p. rea	True
Caiman	9780124499805	DYNAMIC E-BUSINESS IMPLEMENTAT	lientz, bennet p.	False
Quartermelon	9780124499805	Dynamic E-Business Implementation Management: How to Effectively Manage E-Business Implementation	bennet p. lientz kathryn p. rea	True
Quartermelon	9780124499805	DYNAMIC E-BUSINESS IMPLEMENTATION MANAGEMENT HOW TO EFFECTIVELY MANAGE E-BUSINESS IMPLEMENTATION	bennet p. lientz kathryn p. rea	True
TheBookCom	9780124499805	Dynamic E-Business Implementation Management : How To Effectively Manage E-Business Implementation	lientz, bennet p.	False
Papamedia.com	9780124499805	Dynamic E-Business Implementation Management : How to Effectively Manage E-Business Implementation (E-Business Solutions)	lientz, bennet p.	False
FREE POSTAGE ! @thebookcompany	9780124499805	Dynamic E-Business Implementation Management : How To Effectively Manage E-Business Implementation	lientz, bennet p.	False
Revaluation Books	9780124499805	Dynamic E-Business Implementation Management How to Effectively Manage E-Business Implementation	bennet p. lientz kathryn p. rea	True
Limelight Bookshop	9780124499805	Dynamic E-Business Implementation Management: How to Effectively Manage E-Business Implementation	lientz, bennet p.	False
Indoo.com	9780072903621	Experimental Context for Introduction to Electrical and Computer Engineering	carley	False
A1Books	9780072903621	Experimental Context For Introduction To Electrical And Computer Engineering	l. richard carley	False
textbookxdotcom	9780072903621	Experimental Context for Introduction to Electrical and Computer Engineerin	not available	False
Caiman	9780072903621	EXPERIMENTAL CONTEXT FOR INTRODUCTION TO ELECTRICAL AND COMPUTER ENGINEERING	l. richard carley	False
Browns Books	9780072903621	Experimental Context for Introduction to Electrical and Computer Engineering	l. richard carley	False
SWOOP	9780072903621	EXPERIMENTAL CONTEXT FOR INTRODUCTION TO ELECTRICAL AND COMPUTER ENGINEERING	l. richard carley	False
TheBookCom	9780072903621	Experimental Context For Introduction To Electrical And Computer Engineering	l. richard carley	False
Mellon's Books	9780072903621	EXPERIMENTAL CONTEXT FOR INTRODUCTION TO ELECTRICAL AND COMPUTER ENGINEERING	l. richard carley	False
Quartermelon	9780072903621	EXPERIMENTAL CONTEXT FOR INTRODUCTION TO ELECTRICAL AND COMPUTER ENGINEERING	l. richard carley	False
Blackwell Online	9780072903621	Experimental Context for Introduction to Electrical and Computer Engineering	l. richard carley	False
FREE U.S. AIR SHIPPING @ thebookcompany	9780072903621	Experimental Context For Introduction To Electrical And Computer Engineering	l. richard carley	False
Books2Anywhere.com	9780072903621	Experimental Context for Introduction to	l. richard carley	False
THESAINTBOOKSTORE	9780072903621	Experimental Context for Introduction to Electrical and Computer Engineering	l. richard carley	False
Stratford Books	9780072903621	EXPERIMENTAL CONTEXT FOR INTRODUCTION TO ELECTRICAL AND COMPUTER ENGINEERING	l. richard carley	False
Revaluation Books	9780072903621	Experimental Context for Introduction to Electrical and Computer Engineerin	not available (na)	False
Bobs Books	9780072903621	EXPERIMENTAL CONTEXT FOR INTRODUCTION TO ELECTRICAL AND COMPUTER ENGINEERING	l. richard carley	False
Indoo.com	9780073304274	Programming VB.Net 2005 + CD + 180 day trial software	bradley	False
A1Books	9780073304274	Programming Vb.Net 2005 + Cd + 180 Day Trial Software	julia case bradley, anita c millspaugh	False
textbookxdotcom	9780073304274	PROGRAMMING VB.NET 2005 (W/CD ANDamp; 180 DAY TRAIL SOFTWARE)	bradley	False
Livrenoir	9780073304274	Programming VB.Net 2005 + CD + 180 day trial software	julia case bradley, anita c millspaugh	False
The Bookman, Inc.	9781558603530	Understanding Virtual Reality: Interface, Application, and Design	sherman, william r.; craig, alan b.	True
Sunmark Store	9781558603530	Understanding Virtual Reality: Interface, Application, and Design	sherman, william r.; craig, alan b.	True
OPOE-ABE Books	9781558603530	UNDERSTANDING VIRTUAL REALITY	sherman	False
AshleyJohnson	9781558603530	Understanding Virtual Reality: Interface, Application, and Design (The Morgan Kaufmann Series in Computer Graphics)	sherman, william r.; craig, alan b.	True
VielBuch.de - Onlineantiquariat	9781558603530	Understanding Virtual Reality. Interface, Application, and Design. [Hardcover...	not available	False
A1Books	9781558603530	Understanding Virtual Reality: Interface, Application, and Design	sherman, william r.; craig, alan b.	True
Caiman	9781558603530	UNDERSTANDING VIRTUAL REALITY	sherman, william	False
Book Lovers USA	9781558603530	Understanding Virtual Reality: Interface, Application, and Design (The Morgan Kaufmann Series in Computer Graphics)	sherman, william r.; craig, alan b.	True
Quartermelon	9781558603530	Understanding Virtual Reality, Interface, Application, and Design	by (author) sherman, william r. by (author) craig, alan	False
SARL Culture-Factory	9781558603530	Understanding Virtual Reality	sherman	False
paperbackworld.de	9781558603530	Understanding Virtual Reality	alan craig, william sherman	False
Versandantiquariat Robert A. Mueller	9781558603530	Understanding Virtual Reality. Interface, Application, and Design.	alan craig, william sherman	False
AHA-BUCH	9781558603530	Understanding Virtual Reality	william sherman, alain craig	False
The Book Depository	9781558603530	Understanding Virtual Reality	sherman	False
Papamedia.com	9781558603530	Understanding Virtual Reality : Interface, Application, and Design (The Morgan Kaufmann Series in Computer Graphics)	sherman, william r.; craig, alan b.	True
Bobs Books	9781558603530	Understanding Virtual Reality: Interface, Application, and Design	alan craig, william sherman	False
Revaluation Books	9781558603530	Understanding Virtual Reality Interface, Application, and Design	sherman, william r.; craig, alan b.	True
Books Down Under	9781558603530	Understanding Virtual Reality: Interface, Application, and Design	alan craig, william sherman	False
WorldOfBooks	9781558603530	Understanding Virtual Reality - Interface, Application, and Design	sherman, william	False
Gunter Koppon	9781558603530	Understanding Virtual Reality - Interface, Application, and Design	sherman, william	False
Limelight Bookshop	9781558603530	Understanding Virtual Reality: Interface, Application, and Design	sherman, william r.	False
Gunars Store	9781558603530	Understanding Virtual Reality - Interface, Application, and Design	sherman, william	False
Govind Garg	9780072976755	Fundamentals of Thermal-Fluid Sciences(2nd edition)	yunus a. cengel, robert h. turner, yunus cengel, robert turn	True
isedeals	9780072976755	Fundamentals of Thermal-Fluid Sciences	yunus a. cengel&nbsp;&nbsp;robert h. turner	True
ProService	9780072976755	Fundamentals Of Thermal-fluid Sciences	cengel, yunus a.; turner, robert	True
Cobain LLC	9780072976755	Fundamentals of Thermal-Fluid Sciences	yunus a. cengel, robert h. turner, yunus cengel, robert turn	True
S M Inc	9780072976755	Fundamentals of Thermal-Fluid Sciences (2nd/2004)	not available	False
Covenant International Inc.	9780072976755	Fundamentals Of Thermal-fluid Sciences	cengel, yunus a.; turner, robert	True
www.textbooksrus.com	9780072976755	Fundamentals of Thermal-Fluid Sciences	yunus a. cengel|robert h. turner|yunus cengel|robert turner	False
brandnewtextbooks	9780072976755	Fundamentals of Thermal-Fluid Sciences	cengel, yunus a.; turner, robert	True
boox2relyon	9780072976755	CENGEL: Fundamental Thermal Fluid Sciences, 2e (with CD and OLC)	cengel	False
Bookbyte / Norwest Textbooks	9780072976755	Fundamentals of Thermal-Fluid Sciences, by Cengel, 2nd INTERNATIONAL EDITION	cengel, yunus a.	False
Bobs Books	9780072976755	Fundamentals of Thermal-Fluid Sciences w/ EES CD-ROM	cengel, yunus a.; turner, robert	False
Books Down Under	9780072976755	Fundamentals of Thermal-Fluid Sciences w/ EES CD-ROM	cengel, yunus a.; turner, robert	False
textbooksNow	9780072976755	Fund of Thermal-Fluid Sciences (w/CD)	cengel	False
Indoo.com	9780072976755	Fundamentals of Thermal-Fluid Sciences w/ EES CD-ROM	cengel	False
A1Books	9780072976755	Fundamentals of Thermal-Fluid Sciences	yunus a. cengel, robert h. turner, yunus cengel, robert turn	True
textbookxdotcom	9780072976755	Fundamentals Of Thermal-fluid Sciences	robert turner	False
Caiman	9780072976755	Fundamentals Of Thermal-fluid Sciences	cengel, yunus a.; turner, robert	True
Blackwell Online	9780072976755	Fundamentals of Thermal-Fluid Sciences W/ Ees CD-ROM	yunus a. cengel, robert h. turner, yunus cengel, robert turn	True
Books2Anywhere.com	9780072976755	Fundamentals Of Thermal-fluid Sciences	cengel, yunus a.; turner, robert	True
Papamedia.com	9780072976755	Fundamentals of Thermal-Fluid Sciences	yunus a. cengel, et al	False
Englishbookservice.com GTI GmbH	9780072976755	Fundamentals of Thermal-Fluid Sciences with CD and Olc	not available	False
